Regional Economy,Statistic,Value,Year,Sustainable Development Goal,Country Code
Bangladesh,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",52.49,2015,,BGD
Bangladesh,Average Annual Population Growth Rate (%),1.33,2011-2016,,BGD
Bangladesh,Gini Index (%),32.13,2010,,BGD
Bangladesh,"Land, Total Surface Area ('000  km2)",147.63,,,BGD
Bangladesh,Population Density (persons per km2 of total surface area),1083.05,2016,,BGD
Bangladesh,Total Fertility Rate (births per woman),2.14,2015,,BGD
Bangladesh,Total Population (million),159.89,2016,,BGD
Bangladesh,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",76.07,2010,1.1.1,BGD
Bangladesh,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",72.26,2010,1.1.1,BGD
Bangladesh,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",73.52,2010,1.1.1,BGD
Bangladesh,Proportion of Population below $1.90 Purchasing Power Parity (%),18.52,2010,1.1.1,BGD
Bangladesh,Proportion of Population Living below the National Poverty Line (%),31.5,2010,1.2.1,BGD
Bangladesh,Growth Rates of Household Expenditure or Income per Capita (%),1.37,2005-2010,10.1.1,BGD
Bangladesh,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),1.73,2005-2010,10.1.1,BGD
Bangladesh,Proportion of Urban Population Living in Slums (%),55.1,2014,11.1.1,BGD
Bangladesh,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),88.8,2014,11.6.2,BGD
Bangladesh,"Material Footprint, Million Metric Tons",306.27,2015,12.2.1,BGD
Bangladesh,"Material Footprint, Per Capita",1.91,2015,12.2.1,BGD
Bangladesh,"Domestic Material Consumption, Million Metric Tons",346.81,2015,12.2.2,BGD
Bangladesh,"Domestic Material Consumption, Per Capita",2.16,2015,12.2.2,BGD
Bangladesh,Coverage of Protected Areas in Relation to Marine Areas (%),33.33,2016,14.5.1,BGD
Bangladesh,Forest Area as a Proportion of Total Land Area (%),10.98,2015,15.1.1,BGD
Bangladesh,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),37,2013,16.9.1,BGD
Bangladesh,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),7.89,2015,17.3.2,BGD
Bangladesh,Debt Service as a Percentage of Exports of Goods and Services (%),3.57,2015,17.4.1,BGD
Bangladesh,Fixed Broadband Subscriptions (per 100 inhabitants),3.05,2015,17.6.2,BGD
Bangladesh,Proportion of Individuals Using the Internet (%),14.4,2015,17.8.1,BGD
Bangladesh,Prevalence of Undernourishment (%),16.4,2014-2016,2.1.1,BGD
Bangladesh,Prevalence of Stunting among Children under 5 Years of Age (%),36.1,2014,2.2.1,BGD
Bangladesh,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),1.4,2014,2.2.2,BGD
Bangladesh,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),14.3,2014,2.2.2,BGD
Bangladesh,"Maternal Mortality Ratio (per 100,000 live births)",176,2015,3.1.1,BGD
Bangladesh,Proportion of Births Attended by Skilled Health Personnel (%),42.1,2014,3.1.2,BGD
Bangladesh,"Infant Mortality Rate (per 1,000 live births)",30.7,2015,3.2.1,BGD
Bangladesh,"Under-5 Mortality Rate (per 1,000 live births)",37.6,2015,3.2.1,BGD
Bangladesh,"Neonatal Mortality Rate (per 1,000 live births)",23.3,2015,3.2.2,BGD
Bangladesh,"Number of New HIV Infections (per 1,000 uninfected population)",0.01,2015,3.3.1,BGD
Bangladesh,"Tuberculosis Incidence (per 100,000 population)",225,2015,3.3.2,BGD
Bangladesh,"Incidence of Malaria (per 1,000 population)",68.68,2013,3.3.3,BGD
Bangladesh,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",17.52,2012,3.4.1,BGD
Bangladesh,"Death Rate due to Road Traffic Injuries (per 100,000 population)",13.6,2013,3.6.1,BGD
Bangladesh,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),72.5,2014,3.7.1,BGD
Bangladesh,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",113,2013,3.7.2,BGD
Bangladesh,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",68.6,2012,3.9.1,BGD
Bangladesh,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",5.96,2012,3.9.2,BGD
Bangladesh,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",59.59,2011,4.2.2,BGD
Bangladesh,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",60.27,2011,4.2.2,BGD
Bangladesh,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",59.94,2011,4.2.2,BGD
Bangladesh,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",59.61,2013,4.c.1,BGD
Bangladesh,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,,4.c.1,BGD
Bangladesh,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",47.58,2013,4.c.1,BGD
Bangladesh,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",56.19,2013,4.c.1,BGD
Bangladesh,Proportion of Seats Held by Women in National Parliaments (%),20.3,2016,5.5.1,BGD
Bangladesh,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",87.03,2015,6.1.1,BGD
Bangladesh,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",86.85,2015,6.1.1,BGD
Bangladesh,"Proportion of Population Using Improved Drinking Water Sources, Urban (%)",86.51,2015,6.1.1,BGD
Bangladesh,"Proportion of Population Using Improved Sanitation Facilities, Rural (%)",62.06,2015,6.2.1,BGD
Bangladesh,"Proportion of Population Using Improved Sanitation Facilities, Total (%)",60.56,2015,6.2.1,BGD
Bangladesh,"Proportion of Population Using Improved Sanitation Facilities, Urban (%)",57.67,2015,6.2.1,BGD
Bangladesh,Proportion of Population with Access to Electricity (%),62.4,2014,7.1.1,BGD
Bangladesh,Renewal Energy Share in the Total Final Energy Consumption (%),37.49,2014,7.2.1,BGD
Bangladesh,"Number of ATMs (per 100,000 adults)",6.79,2015,8.10.1,BGD
Bangladesh,"Number of Commercial Bank Branches (per 100,000 adults)",8.37,2015,8.10.1,BGD
Bangladesh,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),34.48,2014,8.10.2,BGD
Bangladesh,Annual Growth Rate of Real GDP per Employed Person (%),3.65,2015,8.2.1,BGD
Bangladesh,"Unemployment Rate, Female (%)",7.2,2013,8.5.2,BGD
Bangladesh,"Unemployment Rate, Male (%)",3,2013,8.5.2,BGD
Bangladesh,"Unemployment Rate, Total (%)",4.3,2013,8.5.2,BGD
Bangladesh,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",42.09,2013,8.6.1,BGD
Bangladesh,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",21.14,2013,8.6.1,BGD
Bangladesh,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",32.04,2013,8.6.1,BGD
Bangladesh,"CO2 Emissions, Million Metric Tons",62.27,2014,9.4.1,BGD
Bangladesh,"CO2 Emissions, Per Unit of GDP (PPP)",0.13,2014,9.4.1,BGD
Bangladesh,Total Official Flows for Infrastructure (constant 2014 $ million),1159.79,2015,9.a.1,BGD
Bangladesh,"Proportion of Population Covered by Mobile Network, 2G (%)",99.4,2015,9.c.1,BGD
Bangladesh,"Proportion of Population Covered by Mobile Network, 3G (%)",71,2015,9.c.1,BGD
Bangladesh,"Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",65,2015,9.c.1,BGD
Bangladesh,Annual Change in Money Supply (%),16.35,2016,,BGD
Bangladesh,"Central Government Finance, Expenditures (% of GDP)",12.99,2016,,BGD
Bangladesh,"Central Government Finance, Fiscal Balance (% of  GDP)",-3.09,2016,,BGD
Bangladesh,"Central Government Finance, Revenues (% of GDP)",9.89,2016,,BGD
Bangladesh,Current Account Balance (% of GDP),1.67,2016,,BGD
Bangladesh,"External Debt, Total Outstanding (% of GNI)",12.49,2015,,BGD
Bangladesh,"External Debt, Total Outstanding ($ million)",23901,2015,,BGD
Bangladesh,Gross Domestic Investment (% of GDP),29.65,2016,,BGD
Bangladesh,Gross Domestic Product (GDP) Annual Growth Rate (%),6.55,2015,,BGD
Bangladesh,Gross Domestic Product (GDP) Annual Growth Rate (%),7.11,2016,,BGD
Bangladesh,Gross International Reserves ($ million),30168.22,2016,,BGD
Bangladesh,Growth Rate of Merchandise Exports (%),8.94,2016,,BGD
Bangladesh,Growth Rate of Merchandise Imports (%),5.45,2016,,BGD
Bangladesh,Inflation Rate (%),5.92,2016,,BGD
Bangladesh,"Per Capita Gross National Income (GNI), Atlas Method (%)",1190,2015,,BGD
Bangladesh,Trade Balance (% of GDP),-2.83,2016,,BGD
Bangladesh,"Value Added, Agriculture Annual Growth Rate (%)",2.79,2016,,BGD
Bangladesh,"Value Added, Industry Annual Growth Rate (%)",11.09,2016,,BGD
Bangladesh,"Value Added, Services Annual Growth Rate (%)",6.25,2016,,BGD
Bhutan,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",46.9,2015,,BTN
Bhutan,Average Annual Population Growth Rate (%),1.65,2011-2016,,BTN
Bhutan,Gini Index (%),38.81,2012,,BTN
Bhutan,"Land, Total Surface Area ('000  km2)",38.39,,,BTN
Bhutan,Population Density (persons per km2 of total surface area),20.02,2016,,BTN
Bhutan,Total Fertility Rate (births per woman),1.98,2015,,BTN
Bhutan,Total Population (million),0.77,2016,,BTN
Bhutan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",4.61,2012,1.1.1,BTN
Bhutan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",4.36,2012,1.1.1,BTN
Bhutan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",4.47,2012,1.1.1,BTN
Bhutan,Proportion of Population below $1.90 Purchasing Power Parity (%),2.17,2012,1.1.1,BTN
Bhutan,Proportion of Population Living below the National Poverty Line (%),12,2012,1.2.1,BTN
Bhutan,Growth Rates of Household Expenditure or Income per Capita (%),6.47,2007-2012,10.1.1,BTN
Bhutan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),6.53,2007-2012,10.1.1,BTN
Bhutan,Proportion of Urban Population Living in Slums (%),,,11.1.1,BTN
Bhutan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),39,2014,11.6.2,BTN
Bhutan,"Material Footprint, Million Metric Tons",9.2,2015,12.2.1,BTN
Bhutan,"Material Footprint, Per Capita",11.85,2015,12.2.1,BTN
Bhutan,"Domestic Material Consumption, Million Metric Tons",7.62,2015,12.2.2,BTN
Bhutan,"Domestic Material Consumption, Per Capita",9.82,2015,12.2.2,BTN
Bhutan,Coverage of Protected Areas in Relation to Marine Areas (%),,,14.5.1,BTN
Bhutan,Forest Area as a Proportion of Total Land Area (%),72.27,2015,15.1.1,BTN
Bhutan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),99.9,2010,16.9.1,BTN
Bhutan,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),0.96,2015,17.3.2,BTN
Bhutan,Debt Service as a Percentage of Exports of Goods and Services (%),17.53,2015,17.4.1,BTN
Bhutan,Fixed Broadband Subscriptions (per 100 inhabitants),3.59,2015,17.6.2,BTN
Bhutan,Proportion of Individuals Using the Internet (%),39.8,2015,17.8.1,BTN
Bhutan,Prevalence of Undernourishment (%),,,2.1.1,BTN
Bhutan,Prevalence of Stunting among Children under 5 Years of Age (%),33.6,2010,2.2.1,BTN
Bhutan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),7.6,2010,2.2.2,BTN
Bhutan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),5.9,2010,2.2.2,BTN
Bhutan,"Maternal Mortality Ratio (per 100,000 live births)",148,2015,3.1.1,BTN
Bhutan,Proportion of Births Attended by Skilled Health Personnel (%),74.6,2012,3.1.2,BTN
Bhutan,"Infant Mortality Rate (per 1,000 live births)",27.2,2015,3.2.1,BTN
Bhutan,"Under-5 Mortality Rate (per 1,000 live births)",32.9,2015,3.2.1,BTN
Bhutan,"Neonatal Mortality Rate (per 1,000 live births)",18.3,2015,3.2.2,BTN
Bhutan,"Number of New HIV Infections (per 1,000 uninfected population)",,,3.3.1,BTN
Bhutan,"Tuberculosis Incidence (per 100,000 population)",155,2015,3.3.2,BTN
Bhutan,"Incidence of Malaria (per 1,000 population)",0.08,2013,3.3.3,BTN
Bhutan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",20.51,2012,3.4.1,BTN
Bhutan,"Death Rate due to Road Traffic Injuries (per 100,000 population)",15.1,2013,3.6.1,BTN
Bhutan,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),84.6,2010,3.7.1,BTN
Bhutan,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",28.4,2012,3.7.2,BTN
Bhutan,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",58.9,2012,3.9.1,BTN
Bhutan,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",7.11,2012,3.9.2,BTN
Bhutan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",,,4.2.2,BTN
Bhutan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",,,4.2.2,BTN
Bhutan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",,,4.2.2,BTN
Bhutan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,,4.c.1,BTN
Bhutan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,,4.c.1,BTN
Bhutan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,,4.c.1,BTN
Bhutan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,,4.c.1,BTN
Bhutan,Proportion of Seats Held by Women in National Parliaments (%),8.5,2016,5.5.1,BTN
Bhutan,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",100,2015,6.1.1,BTN
Bhutan,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",100,2015,6.1.1,BTN
Bhutan,"Proportion of Population Using Improved Drinking Water Sources, Urban (%)",100,2015,6.1.1,BTN
Bhutan,"Proportion of Population Using Improved Sanitation Facilities, Rural (%)",33.08,2015,6.2.1,BTN
Bhutan,"Proportion of Population Using Improved Sanitation Facilities, Total (%)",50.4,2015,6.2.1,BTN
Bhutan,"Proportion of Population Using Improved Sanitation Facilities, Urban (%)",77.9,2015,6.2.1,BTN
Bhutan,Proportion of Population with Access to Electricity (%),100,2014,7.1.1,BTN
Bhutan,Renewal Energy Share in the Total Final Energy Consumption (%),86.66,2014,7.2.1,BTN
Bhutan,"Number of ATMs (per 100,000 adults)",26.82,2015,8.10.1,BTN
Bhutan,"Number of Commercial Bank Branches (per 100,000 adults)",15.35,2015,8.10.1,BTN
Bhutan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),38.89,2014,8.10.2,BTN
Bhutan,Annual Growth Rate of Real GDP per Employed Person (%),,,8.2.1,BTN
Bhutan,"Unemployment Rate, Female (%)",3.2,2015,8.5.2,BTN
Bhutan,"Unemployment Rate, Male (%)",1.8,2015,8.5.2,BTN
Bhutan,"Unemployment Rate, Total (%)",2.5,2015,8.5.2,BTN
Bhutan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",,,8.6.1,BTN
Bhutan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",,,8.6.1,BTN
Bhutan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",,,8.6.1,BTN
Bhutan,"CO2 Emissions, Million Metric Tons",,,9.4.1,BTN
Bhutan,"CO2 Emissions, Per Unit of GDP (PPP)",,,9.4.1,BTN
Bhutan,Total Official Flows for Infrastructure (constant 2014 $ million),56.89,2015,9.a.1,BTN
Bhutan,"Proportion of Population Covered by Mobile Network, 2G (%)",98,2015,9.c.1,BTN
Bhutan,"Proportion of Population Covered by Mobile Network, 3G (%)",80,2015,9.c.1,BTN
Bhutan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",40,2015,9.c.1,BTN
Bhutan,Annual Change in Money Supply (%),18.62,2016,,BTN
Bhutan,"Central Government Finance, Expenditures (% of GDP)",34.19,2016,,BTN
Bhutan,"Central Government Finance, Fiscal Balance (% of  GDP)",-3.01,2016,,BTN
Bhutan,"Central Government Finance, Revenues (% of GDP)",31.18,2016,,BTN
Bhutan,Current Account Balance (% of GDP),-29.38,2016,,BTN
Bhutan,"External Debt, Total Outstanding (% of GNI)",100.4,2015,,BTN
Bhutan,"External Debt, Total Outstanding ($ million)",1854.58,2015,,BTN
Bhutan,Gross Domestic Investment (% of GDP),52.91,2015,,BTN
Bhutan,Gross Domestic Product (GDP) Annual Growth Rate (%),6.13,2015,,BTN
Bhutan,Gross Domestic Product (GDP) Annual Growth Rate (%),6.44,2016,,BTN
Bhutan,Gross International Reserves ($ million),1118.77,2016,,BTN
Bhutan,Growth Rate of Merchandise Exports (%),-14.96,2016,,BTN
Bhutan,Growth Rate of Merchandise Imports (%),2.35,2016,,BTN
Bhutan,Inflation Rate (%),3.28,2016,,BTN
Bhutan,"Per Capita Gross National Income (GNI), Atlas Method (%)",2380,2015,,BTN
Bhutan,Trade Balance (% of GDP),-25.54,2016,,BTN
Bhutan,"Value Added, Agriculture Annual Growth Rate (%)",4,2016,,BTN
Bhutan,"Value Added, Industry Annual Growth Rate (%)",7.3,2016,,BTN
Bhutan,"Value Added, Services Annual Growth Rate (%)",7.07,2016,,BTN
Brunei Darussalam,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",37.98,2015,,BRN
