Regional Economy,Statistic,Value,Unit of Measurement,Year,Sustainable Development Goal,Country Code
Bangladesh,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",50.4,%,2016,4.c.1,BGD
Bangladesh,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",58.5,%,2016,4.c.1,BGD
Bangladesh,Proportion of Seats Held by Women in National Parliaments,20.3,%,2017,5.5.1,BGD
Bangladesh,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",61.4,%,2015,6.1.1,BGD
Bangladesh,"Proportion of Population Using Safely Managed Drinking Water Services, Total",55.7,%,2015,6.1.1,BGD
Bangladesh,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",44.6,%,2015,6.1.1,BGD
Bangladesh,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",32.1,%,2015,6.2.1,BGD
Bangladesh,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,BGD
Bangladesh,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,BGD
Bangladesh,Proportion of Population with Access to Electricity,75.9,%,2016,7.1.1,BGD
Bangladesh,Renewable Energy Share in the Total Final Energy Consumption,34.7,%,2015,7.2.1,BGD
Bangladesh,Number of ATMs,7.8,"per 100,000 adults",2016,8.10.1,BGD
Bangladesh,Number of Commercial Bank Branches,8.4,"per 100,000 adults",2016,8.10.1,BGD
Bangladesh,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,50,%,2017,8.10.2,BGD
Bangladesh,Annual Growth Rate of Real GDP per Employed Person,4.7,%,2016,8.2.1,BGD
Bangladesh,"Unemployment Rate, Female",7.2,%,2016,8.5.2,BGD
Bangladesh,"Unemployment Rate, Male",3.2,%,2016,8.5.2,BGD
Bangladesh,"Unemployment Rate, Total",4.4,%,2016,8.5.2,BGD
Bangladesh,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",44.6,%,2017,8.6.1,BGD
Bangladesh,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",9.8,%,2017,8.6.1,BGD
Bangladesh,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",27.4,%,2017,8.6.1,BGD
Bangladesh,"CO2 Emissions, Million Metric Tons",70.5,,2015,9.4.1,BGD
Bangladesh,"CO2 Emissions, Per Unit of GDP (PPP)",0.1,,2015,9.4.1,BGD
Bangladesh,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",864.7,"disbursements, constant 2015, $ million",2016,9.a.1,BGD
Bangladesh,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",465.6,"disbursements, constant 2015, $ million",2016,9.a.1,BGD
Bangladesh,"Proportion of Population Covered by Mobile Network, 2G",99.5,%,2016,9.c.1,BGD
Bangladesh,"Proportion of Population Covered by Mobile Network, 3G",91.4,%,2016,9.c.1,BGD
Bangladesh,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",65,%,2016,9.c.1,BGD
Bangladesh,Age Dependency Ratio,51,% of working-age population,2016,,BGD
Bangladesh,Annual Change in Money Supply,10.9,%,2017,,BGD
Bangladesh,Annual Growth Rate of Gross Domestic Product (GDP),7.1,%,2016,,BGD
Bangladesh,Annual Growth Rate of Gross Domestic Product (GDP),7.3,%,2017,,BGD
Bangladesh,"Annual Real Growth Rates on Value Added, Agriculture",3,%,2017,,BGD
Bangladesh,"Annual Real Growth Rates on Value Added, Industry",10.2,%,2017,,BGD
Bangladesh,"Annual Real Growth Rates on Value Added, Services",6.7,%,2017,,BGD
Bangladesh,Average Annual Population Growth Rate,1.3,%,2012-2017,,BGD
Bangladesh,"Central Government Finance, Expenditure",13.2,% of GDP,2017,,BGD
Bangladesh,"Central Government Finance, Fiscal Balance",-3.1,% of GDP,2017,,BGD
Bangladesh,"Central Government Finance, Revenue",10.2,% of GDP,2017,,BGD
Bangladesh,Current Account Balance,-0.6,% of GDP,2017,,BGD
Bangladesh,"External Debt, Total Outstanding",12.2,% of GNI,2016,,BGD
Bangladesh,"External Debt, Total Outstanding",26306,$ million,2016,,BGD
Bangladesh,Gross Domestic Investment,30.5,% of GDP,2017,,BGD
Bangladesh,Gross International Reserves,33407,$ million,2017,,BGD
Bangladesh,Growth Rate of Merchandise Exports,1.7,%,2017,,BGD
Bangladesh,Growth Rate of Merchandise Imports,9,%,2017,,BGD
Bangladesh,Inflation Rate,5.4,%,2017,,BGD
Bangladesh,"Land, Total Surface Area",147.63,",000  km2",,,BGD
Bangladesh,"Per Capita Gross National Income (GNI), Atlas Method",1330,$,2016,,BGD
Bangladesh,Population Density,1096,persons per km2 of surface area,2017,,BGD
Bangladesh,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,14.8,%,2016,,BGD
Bangladesh,Proportion of Population Living below the National Poverty Line,24.3,%,2016,,BGD
Bangladesh,Total Fertility Rate,2.1,births per woman,2016,,BGD
Bangladesh,Total Population,161.75,million,2017,,BGD
Bangladesh,Trade Balance,-3.8,% of GDP,2017,,BGD
Bhutan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",1.3,%,2017,1.1.1,BTN
Bhutan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",1.2,%,2017,1.1.1,BTN
Bhutan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",1.2,%,2017,1.1.1,BTN
Bhutan,Growth Rates of Household Expenditure or Income per Capita,6.5,%,2007-2012,10.1.1,BTN
Bhutan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,6.5,%,2007-2012,10.1.1,BTN
Bhutan,Proportion of Urban Population Living in Slums,,%,2014,11.1.1,BTN
Bhutan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,39,migrogram/m3,2014,11.6.2,BTN
Bhutan,"Material Footprint, Million Metric Tons ",9.2,,2015,12.2.1,BTN
Bhutan,"Material Footprint, Per Capita ",11.9,,2015,12.2.1,BTN
Bhutan,"Domestic Material Consumption, Million Metric Tons",7.6,,2015,12.2.2,BTN
Bhutan,"Domestic Material Consumption, Per Capita",9.8,,2015,12.2.2,BTN
Bhutan,Coverage of Protected Areas in Relation to Marine Areas,,%,2016,14.5.1,BTN
Bhutan,Forest Area as a Proportion of Total Land Area,72.3,%,2015,15.1.1,BTN
Bhutan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,99.9,%,2010,16.9.1,BTN
Bhutan,Volume of Remittances in US Dollars as a Proportion of Total GDP,1.6,%,2016,17.3.2,BTN
Bhutan,Debt Service as a Percentage of Exports of Goods and Services,11.4,%,2016,17.4.1,BTN
Bhutan,Prevalence of Undernourishment,,%,2014-2016,2.1.1,BTN
Bhutan,Prevalence of Stunting among Children under 5 Years of Age,33.5,%,2010,2.1.1,BTN
Bhutan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,7.6,%,2010,2.2.2,BTN
Bhutan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,5.9,%,2010,2.2.2,BTN
Bhutan,Maternal Mortality Ratio,148,"per 100,000 live births",2015,3.1.1,BTN
Bhutan,Under-5 Mortality Rate,32,"per 1,000 live births",2016,3.2.1,BTN
Bhutan,Neonatal Mortality Rate,18,"per 1,000 live births",2016,3.2.2,BTN
Bhutan,Tuberculosis Incidence,178,"per 100,000 population",2016,3.3.2,BTN
Bhutan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",23.1,%,2015,3.4.1,BTN
Bhutan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",,%,2016,4.2.2,BTN
Bhutan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",,%,2016,4.2.2,BTN
Bhutan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",,%,2016,4.2.2,BTN
Bhutan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",100,%,2016,4.c.1,BTN
Bhutan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",100,%,2016,4.c.1,BTN
Bhutan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",100,%,2016,4.c.1,BTN
Bhutan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",100,%,2016,4.c.1,BTN
Bhutan,Proportion of Seats Held by Women in National Parliaments,8.5,%,2017,5.5.1,BTN
Bhutan,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",27.6,%,2015,6.1.1,BTN
Bhutan,"Proportion of Population Using Safely Managed Drinking Water Services, Total",34.2,%,2015,6.1.1,BTN
Bhutan,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",44.6,%,2015,6.1.1,BTN
Bhutan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,BTN
Bhutan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,BTN
Bhutan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,BTN
Bhutan,Proportion of Population with Access to Electricity,100,%,2016,7.1.1,BTN
Bhutan,Renewable Energy Share in the Total Final Energy Consumption,86.9,%,2015,7.2.1,BTN
Bhutan,Number of ATMs,32.3,"per 100,000 adults",2016,8.10.1,BTN
Bhutan,Number of Commercial Bank Branches,15.3,"per 100,000 adults",2016,8.10.1,BTN
Bhutan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,33.7,%,2014,8.10.2,BTN
Bhutan,Annual Growth Rate of Real GDP per Employed Person,3.4,%,2016,8.2.1,BTN
Bhutan,"Unemployment Rate, Female",3.3,%,2016,8.5.2,BTN
Bhutan,"Unemployment Rate, Male",1.9,%,2016,8.5.2,BTN
Bhutan,"Unemployment Rate, Total",2.4,%,2016,8.5.2,BTN
Bhutan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",,%,2016,8.6.1,BTN
Bhutan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",,%,2016,8.6.1,BTN
Bhutan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",,%,2016,8.6.1,BTN
Bhutan,"CO2 Emissions, Million Metric Tons",,,,9.4.1,BTN
Bhutan,"CO2 Emissions, Per Unit of GDP (PPP)",,,,9.4.1,BTN
Bhutan,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",21.3,"disbursements, constant 2015, $ million",2016,9.a.1,BTN
Bhutan,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",9.4,"disbursements, constant 2015, $ million",2016,9.a.1,BTN
Bhutan,"Proportion of Population Covered by Mobile Network, 2G",98,%,2016,9.c.1,BTN
Bhutan,"Proportion of Population Covered by Mobile Network, 3G",85,%,2016,9.c.1,BTN
Bhutan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",53,%,2016,9.c.1,BTN
Bhutan,Age Dependency Ratio,46,% of working-age population,2016,,BTN
Bhutan,Annual Change in Money Supply,23,%,2016,,BTN
Bhutan,Annual Growth Rate of Gross Domestic Product (GDP),7.3,%,2016,,BTN
Bhutan,Annual Growth Rate of Gross Domestic Product (GDP),7.5,%,2017,,BTN
Bhutan,"Annual Real Growth Rates on Value Added, Agriculture",3.5,%,2017,,BTN
Bhutan,"Annual Real Growth Rates on Value Added, Industry",7.7,%,2017,,BTN
Bhutan,"Annual Real Growth Rates on Value Added, Services",9.2,%,2017,,BTN
Bhutan,Average Annual Population Growth Rate,1.6,%,2012-2017,,BTN
Bhutan,"Central Government Finance, Expenditure",34.4,% of GDP,2017,,BTN
Bhutan,"Central Government Finance, Fiscal Balance",-4.1,% of GDP,2017,,BTN
Bhutan,"Central Government Finance, Revenue",30.3,% of GDP,2017,,BTN
Bhutan,Current Account Balance,-23,% of GDP,2017,,BTN
Bhutan,"External Debt, Total Outstanding",115.8,% of GNI,2016,,BTN
Bhutan,"External Debt, Total Outstanding",2316,$ million,2016,,BTN
Bhutan,Gross Domestic Investment,54.8,% of GDP,2016,,BTN
Bhutan,Gross International Reserves,1078,$ million,2017,,BTN
Bhutan,Growth Rate of Merchandise Exports,12.2,%,2017,,BTN
Bhutan,Growth Rate of Merchandise Imports,-3.4,%,2017,,BTN
Bhutan,Inflation Rate,4.3,%,2017,,BTN
Bhutan,"Land, Total Surface Area",38.39,",000  km2",,,BTN
Bhutan,"Per Capita Gross National Income (GNI), Atlas Method",2510,$,2016,,BTN
Bhutan,Population Density,20,persons per km2 of surface area,2017,,BTN
Bhutan,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,2.2,%,2012,,BTN
Bhutan,Proportion of Population Living below the National Poverty Line,8.2,%,2017,,BTN
Bhutan,Total Fertility Rate,2.1,births per woman,2016,,BTN
Bhutan,Total Population,0.78,million,2017,,BTN
Bhutan,Trade Balance,-19.7,% of GDP,2017,,BTN
Brunei Darussalam,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",,%,2017,1.1.1,BRN
Brunei Darussalam,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",,%,2017,1.1.1,BRN
Brunei Darussalam,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",,%,2017,1.1.1,BRN
Brunei Darussalam,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,BRN
Brunei Darussalam,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,BRN
Brunei Darussalam,Proportion of Urban Population Living in Slums,,%,2014,11.1.1,BRN
Brunei Darussalam,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,5.4,migrogram/m3,2014,11.6.2,BRN
Brunei Darussalam,"Material Footprint, Million Metric Tons ",6.6,,2010,12.2.1,BRN
Brunei Darussalam,"Material Footprint, Per Capita ",16.5,,2010,12.2.1,BRN
Brunei Darussalam,"Domestic Material Consumption, Million Metric Tons",5,,2010,12.2.2,BRN
Brunei Darussalam,"Domestic Material Consumption, Per Capita",12.4,,2010,12.2.2,BRN
Brunei Darussalam,Coverage of Protected Areas in Relation to Marine Areas,0.2,%,2016,14.5.1,BRN
Brunei Darussalam,Forest Area as a Proportion of Total Land Area,72.1,%,2015,15.1.1,BRN
Brunei Darussalam,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,,%,2014,16.9.1,BRN
Brunei Darussalam,Volume of Remittances in US Dollars as a Proportion of Total GDP,,%,2016,17.3.2,BRN
Brunei Darussalam,Debt Service as a Percentage of Exports of Goods and Services,,%,2016,17.4.1,BRN
Brunei Darussalam,Prevalence of Undernourishment,<2.5,%,2014-2016,2.1.1,BRN
Brunei Darussalam,Prevalence of Stunting among Children under 5 Years of Age,,%,2015,2.1.1,BRN
Brunei Darussalam,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,%,2015,2.2.2,BRN
Brunei Darussalam,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,%,2015,2.2.2,BRN
Brunei Darussalam,Maternal Mortality Ratio,23,"per 100,000 live births",2015,3.1.1,BRN
Brunei Darussalam,Under-5 Mortality Rate,10,"per 1,000 live births",2016,3.2.1,BRN
Brunei Darussalam,Neonatal Mortality Rate,4,"per 1,000 live births",2016,3.2.2,BRN
Brunei Darussalam,Tuberculosis Incidence,66,"per 100,000 population",2016,3.3.2,BRN
Brunei Darussalam,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",12.6,%,2015,3.4.1,BRN
Brunei Darussalam,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",89.8,%,2016,4.2.2,BRN
Brunei Darussalam,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",90.1,%,2016,4.2.2,BRN
Brunei Darussalam,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",90,%,2016,4.2.2,BRN
Brunei Darussalam,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",92.6,%,2016,4.c.1,BRN
Brunei Darussalam,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",59.4,%,2016,4.c.1,BRN
Brunei Darussalam,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",84.9,%,2016,4.c.1,BRN
Brunei Darussalam,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",90.6,%,2016,4.c.1,BRN
Brunei Darussalam,Proportion of Seats Held by Women in National Parliaments,9.1,%,2017,5.5.1,BRN
Brunei Darussalam,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,BRN
Brunei Darussalam,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,BRN
Brunei Darussalam,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,BRN
Brunei Darussalam,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,BRN
Brunei Darussalam,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,BRN
Brunei Darussalam,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,BRN
Brunei Darussalam,Proportion of Population with Access to Electricity,100,%,2016,7.1.1,BRN
Brunei Darussalam,Renewable Energy Share in the Total Final Energy Consumption,0,%,2015,7.2.1,BRN
Brunei Darussalam,Number of ATMs,75.3,"per 100,000 adults",2016,8.10.1,BRN
Brunei Darussalam,Number of Commercial Bank Branches,19.4,"per 100,000 adults",2016,8.10.1,BRN
Brunei Darussalam,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,,%,2017,8.10.2,BRN
Brunei Darussalam,Annual Growth Rate of Real GDP per Employed Person,-0.8,%,2016,8.2.1,BRN
Brunei Darussalam,"Unemployment Rate, Female",8,%,2016,8.5.2,BRN
Brunei Darussalam,"Unemployment Rate, Male",6.1,%,2016,8.5.2,BRN
Brunei Darussalam,"Unemployment Rate, Total",6.9,%,2016,8.5.2,BRN
Brunei Darussalam,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",19.3,%,2014,8.6.1,BRN
