Regional Economy,Statistic,Value,Footnote,Year,Unit of Measurement,Sustainable Development Goal,ADB Code
Bangladesh,"Proportion of Employed Population below $1.90 PPP a Day, Female",6.2,,2019,%,1.1.1,BAN
Bangladesh,"Proportion of Employed Population below $1.90 PPP a Day, Male",5.3,,2019,%,1.1.1,BAN
Bangladesh,"Proportion of Employed Population below $1.90 PPP a Day, Total",5.6,,2019,%,1.1.1,BAN
Bangladesh,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,14.3,4,2016,%,,BAN
Bangladesh,"Proportion of Population Covered by Mobile Network, 2G",99.6,,2019,%,9.c.1,BAN
Bangladesh,"Proportion of Population Covered by Mobile Network, 3G",95.4,,2019,%,9.c.1,BAN
Bangladesh,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",82,,2019,%,9.c.1,BAN
Bangladesh,Proportion of Population Living below the National Poverty Line,20.5,,2019,%,,BAN
Bangladesh,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",61.5,,2017,%,6.1.1,BAN
Bangladesh,"Proportion of Population Using Safely Managed Drinking Water Services, Total",55.4,,2017,%,6.1.1,BAN
Bangladesh,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",44.6,,2017,%,6.1.1,BAN
Bangladesh,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",32.3,,2017,%,6.2.1,BAN
Bangladesh,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,BAN
Bangladesh,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,BAN
Bangladesh,Proportion of Population with Access to Electricity,92,,2019,%,7.1.1,BAN
Bangladesh,Proportion of Seats Held by Women in National Parliaments,20.9,,2020,%,5.5.1,BAN
Bangladesh,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",55,,2019,%,4.c.1,BAN
Bangladesh,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",…,,2019,%,4.c.1,BAN
Bangladesh,"Proportion of Teachers with the Minimum Required Qualifications, Primary",50.4,5,2017,%,4.c.1,BAN
Bangladesh,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",66.3,,2019,%,4.c.1,BAN
Bangladesh,Renewable Energy Share in the Total Final Energy Consumption,30.7,,2018,%,7.2.1,BAN
Bangladesh,Surface Area,147.6,,2018,'000  km2,,BAN
Bangladesh,Total Fertility Rate,2,,2018,births per woman,,BAN
Bangladesh,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",1674.6,,2019,"disbursements, constant 2018, $ million",9.a.1,BAN
Bangladesh,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",960.2,,2019,"disbursements, constant 2018, $ million",9.a.1,BAN
Bangladesh,"Total Outstanding, External Debt",44095.1,,2020,$ million,,BAN
Bangladesh,"Total Outstanding, External Debt",12.2,,2019,% of GNI,,BAN
Bangladesh,Total Population,169.8,,2000,million,,BAN
Bangladesh,Trade Balance,-5.4,,2020,% of GDP,,BAN
Bangladesh,Tuberculosis Incidence,221,,2019,"per 100,000 population",3.3.2,BAN
Bangladesh,Under-5 Mortality Rate,30.8,,2019,"per 1,000 live births",3.2.1,BAN
Bangladesh,"Unemployment Rate, by Sex, Female",6.6,,2019,%,8.5.2,BAN
Bangladesh,"Unemployment Rate, by Sex, Male",3.2,,2019,%,8.5.2,BAN
Bangladesh,"Unemployment Rate, by Sex, Total",5.3,,2020,%,8.5.2,BAN
Bangladesh,Volume of Remittances in United States Dollars as a Proportion of Total GDP,6.1,,2019,%,17.3.2,BAN
Bhutan,Age Dependency Ratio,45.1,,2020,% of working-age population,,BHU
Bhutan,Annual Change in Money Supply,21,,2020,%,,BHU
Bhutan,Annual Growth Rate of GDP,0.9,,2020,%,,BHU
Bhutan,Annual Growth Rate of Real GDP per Employed Person,1.5,,2019,%,8.2.1,BHU
Bhutan,"Annual Real Growth Rates on Value Added, Agriculture",2.6,,2020,%,,BHU
Bhutan,"Annual Real Growth Rates on Value Added, Industry",-1.1,,2020,%,,BHU
Bhutan,"Annual Real Growth Rates on Value Added, Services",3.8,,2020,%,,BHU
Bhutan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,35.4,,2016,μg/m3,11.6.2,BHU
Bhutan,Average Annual Population Growth Rate,1,,2015-2020,%,,BHU
Bhutan,CO2 Emissions,…,,2018,Million Metric Tons,9.4.1,BHU
Bhutan,CO2 Emissions,…,,2018,Per Unit of GDP (PPP),9.4.1,BHU
Bhutan,Coverage of Protected Areas in Relation to Marine Areas,–,,2020,%,14.5.1,BHU
Bhutan,Current Account Balance,-12.1,,2020,% of GDP,,BHU
Bhutan,Debt Service as a Percentage of Exports of Goods and Services,6.6,,2019,%,17.4.1,BHU
Bhutan,Domestic Material Consumption,8.4,,2017,Million Metric Tons,12.2.2,BHU
Bhutan,Domestic Material Consumption,10.4,,2017,Per Capita,12.2.2,BHU
Bhutan,Forest Area as a Proportion of Total Land Area,71.4,,2020,%,15.1.1,BHU
Bhutan,"Government Finance, Expenditure",32,,2020,% of  GDP,,BHU
Bhutan,"Government Finance, Fiscal Balance",-2.7,,2020,% of  GDP,,BHU
Bhutan,"Government Finance, Revenue",29.3,,2020,% of  GDP,,BHU
Bhutan,Gross Domestic Investment,33.7,,2020,% of GDP,,BHU
Bhutan,Gross International Reserves,1343.5,,2020,$ million,,BHU
Bhutan,Growth Rate of Merchandise Exports,6.7,,2020,%,,BHU
Bhutan,Growth Rate of Merchandise Imports,-11.8,,2020,%,,BHU
Bhutan,Growth Rates of Household Expenditure or Income per Capita,1.7,,2012-2017,%,10.1.1,BHU
Bhutan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.6,,2012-2017,%,10.1.1,BHU
Bhutan,Inflation Rate,3,,2020,%,,BHU
Bhutan,Material Footprint,8.4,,2017,Million Metric Tons,12.2.1,BHU
Bhutan,Material Footprint,10.4,,2017,Per Capita,12.2.1,BHU
Bhutan,Maternal Mortality Ratio,183,,2017,"per 100,000 live births",3.1.1,BHU
Bhutan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",18.5,,2019,%,3.4.1,BHU
Bhutan,Neonatal Mortality Rate,16.6,,2019,"per 1,000 live births",3.2.2,BHU
Bhutan,Nominal Gross Domestic Product,2.5,,2020,$ billion,,BHU
Bhutan,Number of ATMs,48.1,,2019,"per 100,000 adults",8.10.1,BHU
Bhutan,Number of Commercial Bank Branches,19.3,,2019,"per 100,000 adults",8.10.1,BHU
Bhutan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",41.3,8,2020,%,4.2.2,BHU
Bhutan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",41.5,8,2020,%,4.2.2,BHU
Bhutan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",41.4,8,2020,%,4.2.2,BHU
Bhutan,"Per Capita Gross National Income (GNI), Atlas Method",3140,,2019,$,,BHU
Bhutan,Population Density,20,,2020,persons per km2 of surface area,,BHU
Bhutan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,…,,2018,%,2.2.1,BHU
Bhutan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,…,,2018,%,2.2.1,BHU
Bhutan,Prevalence of Stunting among Children under 5 Years of Age,…,,2018,%,2.2.1,BHU
Bhutan,Prevalence of Undernourishment,…,,2017-2019,%,2.1.1,BHU
Bhutan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,33.7,2,2014,%,8.10.2,BHU
Bhutan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,…,,2019,%,16.9.1,BHU
Bhutan,"Proportion of Employed Population below $1.90 PPP a Day, Female",1,,2019,%,1.1.1,BHU
Bhutan,"Proportion of Employed Population below $1.90 PPP a Day, Male",0.7,,2019,%,1.1.1,BHU
Bhutan,"Proportion of Employed Population below $1.90 PPP a Day, Total",0.8,,2019,%,1.1.1,BHU
Bhutan,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,1.5,5,2017,%,,BHU
Bhutan,"Proportion of Population Covered by Mobile Network, 2G",98,,2019,%,9.c.1,BHU
Bhutan,"Proportion of Population Covered by Mobile Network, 3G",95,,2019,%,9.c.1,BHU
Bhutan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",78,,2019,%,9.c.1,BHU
Bhutan,Proportion of Population Living below the National Poverty Line,8.2,5,2017,%,,BHU
Bhutan,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",27.6,,2017,%,6.1.1,BHU
Bhutan,"Proportion of Population Using Safely Managed Drinking Water Services, Total",36.2,,2017,%,6.1.1,BHU
Bhutan,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",48.9,,2017,%,6.1.1,BHU
Bhutan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,BHU
Bhutan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,BHU
Bhutan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,BHU
Bhutan,Proportion of Population with Access to Electricity,100,,2019,%,7.1.1,BHU
Bhutan,Proportion of Seats Held by Women in National Parliaments,14.9,,2020,%,5.5.1,BHU
Bhutan,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",100,8,2020,%,4.c.1,BHU
Bhutan,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",100,8,2020,%,4.c.1,BHU
Bhutan,"Proportion of Teachers with the Minimum Required Qualifications, Primary",100,8,2020,%,4.c.1,BHU
Bhutan,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",100,6,2018,%,4.c.1,BHU
Bhutan,Renewable Energy Share in the Total Final Energy Consumption,81.1,,2018,%,7.2.1,BHU
Bhutan,Surface Area,38.4,,2018,'000  km2,,BHU
Bhutan,Total Fertility Rate,2,,2018,births per woman,,BHU
Bhutan,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",73.5,,2019,"disbursements, constant 2018, $ million",9.a.1,BHU
Bhutan,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",8.6,,2019,"disbursements, constant 2018, $ million",9.a.1,BHU
Bhutan,"Total Outstanding, External Debt",2872.7,,2020,$ million,,BHU
Bhutan,"Total Outstanding, External Debt",113.9,,2019,% of GNI,,BHU
Bhutan,Total Population,0.7,,2000,million,,BHU
Bhutan,Trade Balance,-9.8,,2020,% of GDP,,BHU
Bhutan,Tuberculosis Incidence,165,,2019,"per 100,000 population",3.3.2,BHU
Bhutan,Under-5 Mortality Rate,28.5,,2019,"per 1,000 live births",3.2.1,BHU
Bhutan,"Unemployment Rate, by Sex, Female",3,,2019,%,8.5.2,BHU
Bhutan,"Unemployment Rate, by Sex, Male",1.8,,2019,%,8.5.2,BHU
Bhutan,"Unemployment Rate, by Sex, Total",3.7,,2020,%,8.5.2,BHU
Bhutan,Volume of Remittances in United States Dollars as a Proportion of Total GDP,2.2,,2019,%,17.3.2,BHU
Brunei Darussalam,Age Dependency Ratio,38.7,,2020,% of working-age population,,BRU
Brunei Darussalam,Annual Change in Money Supply,-0.4,,2020,%,,BRU
Brunei Darussalam,Annual Growth Rate of GDP,1.2,,2020,%,,BRU
Brunei Darussalam,Annual Growth Rate of Real GDP per Employed Person,3.2,,2019,%,8.2.1,BRU
Brunei Darussalam,"Annual Real Growth Rates on Value Added, Agriculture",11.7,,2020,%,,BRU
Brunei Darussalam,"Annual Real Growth Rates on Value Added, Industry",2.9,,2020,%,,BRU
Brunei Darussalam,"Annual Real Growth Rates on Value Added, Services",-1.9,,2020,%,,BRU
Brunei Darussalam,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,5.8,,2016,μg/m3,11.6.2,BRU
Brunei Darussalam,Average Annual Population Growth Rate,2.7,,2015-2020,%,,BRU
Brunei Darussalam,CO2 Emissions,7.1,,2018,Million Metric Tons,9.4.1,BRU
Brunei Darussalam,CO2 Emissions,0.2,,2018,Per Unit of GDP (PPP),9.4.1,BRU
Brunei Darussalam,Coverage of Protected Areas in Relation to Marine Areas,0.2,,2020,%,14.5.1,BRU
Brunei Darussalam,Current Account Balance,4,,2020,% of GDP,,BRU
Brunei Darussalam,Debt Service as a Percentage of Exports of Goods and Services,…,,2019,%,17.4.1,BRU
Brunei Darussalam,Domestic Material Consumption,9.8,,2017,Million Metric Tons,12.2.2,BRU
Brunei Darussalam,Domestic Material Consumption,22.9,,2017,Per Capita,12.2.2,BRU
Brunei Darussalam,Forest Area as a Proportion of Total Land Area,72.1,,2020,%,15.1.1,BRU
Brunei Darussalam,"Government Finance, Expenditure",28,,2020,% of  GDP,,BRU
Brunei Darussalam,"Government Finance, Fiscal Balance",-17.1,,2020,% of  GDP,,BRU
Brunei Darussalam,"Government Finance, Revenue",10.9,,2020,% of  GDP,,BRU
Brunei Darussalam,Gross Domestic Investment,40.6,,2020,% of GDP,,BRU
Brunei Darussalam,Gross International Reserves,3996.8,,2020,$ million,,BRU
Brunei Darussalam,Growth Rate of Merchandise Exports,-8.3,,2020,%,,BRU
Brunei Darussalam,Growth Rate of Merchandise Imports,6.9,,2020,%,,BRU
Brunei Darussalam,Growth Rates of Household Expenditure or Income per Capita,…,,,%,10.1.1,BRU
Brunei Darussalam,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,…,,,%,10.1.1,BRU
Brunei Darussalam,Inflation Rate,1.9,,2020,%,,BRU
Brunei Darussalam,Material Footprint,8.6,,2017,Million Metric Tons,12.2.1,BRU
Brunei Darussalam,Material Footprint,20,,2017,Per Capita,12.2.1,BRU
Brunei Darussalam,Maternal Mortality Ratio,31,,2017,"per 100,000 live births",3.1.1,BRU
Brunei Darussalam,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",18.5,,2019,%,3.4.1,BRU
Brunei Darussalam,Neonatal Mortality Rate,6,,2019,"per 1,000 live births",3.2.2,BRU
Brunei Darussalam,Nominal Gross Domestic Product,12,,2020,$ billion,,BRU
Brunei Darussalam,Number of ATMs,74,,2019,"per 100,000 adults",8.10.1,BRU
Brunei Darussalam,Number of Commercial Bank Branches,17.6,,2019,"per 100,000 adults",8.10.1,BRU
Brunei Darussalam,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",82.2,,2019,%,4.2.2,BRU
Brunei Darussalam,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",83.5,,2019,%,4.2.2,BRU
Brunei Darussalam,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",82.9,,2019,%,4.2.2,BRU
Brunei Darussalam,"Per Capita Gross National Income (GNI), Atlas Method",32230,,2019,$,,BRU
Brunei Darussalam,Population Density,82,,2020,persons per km2 of surface area,,BRU
Brunei Darussalam,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,…,,2018,%,2.2.1,BRU
Brunei Darussalam,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,…,,2018,%,2.2.1,BRU
Brunei Darussalam,Prevalence of Stunting among Children under 5 Years of Age,…,,2018,%,2.2.1,BRU
Brunei Darussalam,Prevalence of Undernourishment,<2.5,,2017-2019,%,2.1.1,BRU
Brunei Darussalam,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,…,,2017,%,8.10.2,BRU
Brunei Darussalam,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,…,,2019,%,16.9.1,BRU
Brunei Darussalam,"Proportion of Employed Population below $1.90 PPP a Day, Female",–,,2019,%,1.1.1,BRU
Brunei Darussalam,"Proportion of Employed Population below $1.90 PPP a Day, Male",–,,2019,%,1.1.1,BRU
Brunei Darussalam,"Proportion of Employed Population below $1.90 PPP a Day, Total",–,,2019,%,1.1.1,BRU
Brunei Darussalam,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,…,,2018,%,,BRU
Brunei Darussalam,"Proportion of Population Covered by Mobile Network, 2G",99,,2019,%,9.c.1,BRU
Brunei Darussalam,"Proportion of Population Covered by Mobile Network, 3G",96,,2019,%,9.c.1,BRU
Brunei Darussalam,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",95.3,,2019,%,9.c.1,BRU
Brunei Darussalam,Proportion of Population Living below the National Poverty Line,…,,2019,%,,BRU
Brunei Darussalam,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",…,,2017,%,6.1.1,BRU
Brunei Darussalam,"Proportion of Population Using Safely Managed Drinking Water Services, Total",…,,2017,%,6.1.1,BRU
Brunei Darussalam,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",…,,2017,%,6.1.1,BRU
Brunei Darussalam,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,BRU
Brunei Darussalam,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,BRU
Brunei Darussalam,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,BRU
Brunei Darussalam,Proportion of Population with Access to Electricity,100,,2019,%,7.1.1,BRU
Brunei Darussalam,Proportion of Seats Held by Women in National Parliaments,9.1,,2020,%,5.5.1,BRU
Brunei Darussalam,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",89.5,,2019,%,4.c.1,BRU
Brunei Darussalam,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",63.7,,2019,%,4.c.1,BRU
Brunei Darussalam,"Proportion of Teachers with the Minimum Required Qualifications, Primary",86.6,,2019,%,4.c.1,BRU
Brunei Darussalam,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",90.6,,2019,%,4.c.1,BRU
Brunei Darussalam,Renewable Energy Share in the Total Final Energy Consumption,0,,2018,%,7.2.1,BRU
Brunei Darussalam,Surface Area,5.8,,2018,'000  km2,,BRU
Brunei Darussalam,Total Fertility Rate,1.8,,2018,births per woman,,BRU
Brunei Darussalam,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",…,,2019,"disbursements, constant 2018, $ million",9.a.1,BRU
Brunei Darussalam,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",…,,2019,"disbursements, constant 2018, $ million",9.a.1,BRU
Brunei Darussalam,"Total Outstanding, External Debt",…,,2020,$ million,,BRU
Brunei Darussalam,"Total Outstanding, External Debt",…,,2019,% of GNI,,BRU
Brunei Darussalam,Total Population,0.5,,2000,million,,BRU
Brunei Darussalam,Trade Balance,10.5,,2020,% of GDP,,BRU
Brunei Darussalam,Tuberculosis Incidence,64,,2019,"per 100,000 population",3.3.2,BRU
Brunei Darussalam,Under-5 Mortality Rate,11.4,,2019,"per 1,000 live births",3.2.1,BRU
